"","stimnum","truth","type","level","stimtext","hit","response","rt","trialnum","uniqueid"
"745",50,"T","S",1,"A sparrow is a bird",TRUE,"T",1010,25,"7:7"
"746",52,"T","S",1,"A bear is a mammal",TRUE,"T",840,26,"7:7"
"747",123,"F","S",9,"A crane is a fish",TRUE,"F",1303,27,"7:7"
"748",15,"T","P",1,"A falcon can fly",TRUE,"T",1018,28,"7:7"
"749",51,"T","S",1,"A crane is a bird",TRUE,"T",954,29,"7:7"
"750",8,"T","P",0,"A tiger shark is dangerous",TRUE,"T",1554,30,"7:7"
"751",106,"F","P",9,"A box turtle can hop",FALSE,"T",2739,31,"7:7"
"752",47,"T","S",0,"A salamander is a salamander",TRUE,"T",1920,32,"7:7"
"753",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",1044,33,"7:7"
"754",44,"T","S",0,"A herring is a herring",TRUE,"T",810,34,"7:7"
"755",109,"F","S",9,"An ostrich is a pig",TRUE,"F",746,35,"7:7"
"756",127,"F","S",9,"A minnow is a mammal",FALSE,"T",1402,36,"7:7"
"757",67,"T","S",2,"A sardine is an animal",TRUE,"T",1478,37,"7:7"
"758",36,"T","P",2,"A gecko is alive",TRUE,"T",907,38,"7:7"
"759",129,"F","S",9,"A mackerel is a reptile",FALSE,"T",2695,39,"7:7"
"760",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",1945,40,"7:7"
"761",39,"T","S",0,"A mockingbird is a mockingbird",TRUE,"T",802,41,"7:7"
"762",11,"T","P",0,"A garter snake has no legs",TRUE,"T",1808,42,"7:7"
"763",100,"F","P",9,"A monkey has antlers",TRUE,"F",1378,43,"7:7"
"764",21,"T","P",1,"A catfish can swim",TRUE,"T",1774,44,"7:7"
"765",130,"F","S",9,"A komodo dragon is a mammal",TRUE,"F",1476,45,"7:7"
"766",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1154,46,"7:7"
"767",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1202,47,"7:7"
"768",43,"T","S",0,"A cod is a cod",TRUE,"T",1426,48,"7:7"
"769",81,"F","P",9,"A goldfish is purple",TRUE,"F",1554,49,"7:7"
"770",136,"F","S",9,"A lion is a car",TRUE,"F",1705,50,"7:7"
"771",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1011,51,"7:7"
"772",134,"F","S",9,"A peacock is a sport",TRUE,"F",1976,52,"7:7"
"773",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",1274,53,"7:7"
"774",144,"F","S",9,"A frog is a chickadee",TRUE,"F",1010,54,"7:7"
"775",89,"F","P",9,"A cat has no legs",TRUE,"F",745,55,"7:7"
"776",83,"F","P",9,"A garter snake is tall",TRUE,"F",1996,56,"7:7"
"777",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",1979,57,"7:7"
"778",91,"F","P",9,"A flounder can talk",TRUE,"F",986,58,"7:7"
"779",70,"T","S",2,"A newt is an animal",TRUE,"T",1361,59,"7:7"
"780",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",2229,60,"7:7"
"781",135,"F","S",9,"A parrot is a rock",TRUE,"F",1043,61,"7:7"
"782",38,"T","S",0,"A penguin is a penguin",TRUE,"T",810,62,"7:7"
"783",2,"T","P",0,"A pigeon coos",TRUE,"T",3296,63,"7:7"
"784",7,"T","P",0,"A salmon swims upstream",TRUE,"T",1074,64,"7:7"
"785",1,"T","P",0,"A cardinal is red",TRUE,"T",946,65,"7:7"
"786",16,"T","P",1,"A deer has hair",TRUE,"T",962,66,"7:7"
"787",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",1531,67,"7:7"
"788",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",1403,68,"7:7"
"789",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1138,69,"7:7"
"790",32,"T","P",2,"A barracuda can move",TRUE,"T",1339,70,"7:7"
"791",73,"F","P",9,"A cardinal is blue",FALSE,"T",1650,71,"7:7"
"792",62,"T","S",2,"A peacock is an animal",TRUE,"T",1370,72,"7:7"
"793",126,"F","S",9,"A goat is a fish",TRUE,"F",963,73,"7:7"
"794",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",2134,74,"7:7"
"795",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",1347,75,"7:7"
"796",17,"T","P",1,"A cat is warm-blooded",TRUE,"T",1618,76,"7:7"
"797",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",1378,77,"7:7"
"798",75,"F","P",9,"An owl can swim",TRUE,"F",1075,78,"7:7"
"799",20,"T","P",1,"An angelfish has fins",TRUE,"T",2325,79,"7:7"
"800",28,"T","P",2,"A monkey has a heart",TRUE,"T",1058,80,"7:7"
"801",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",1274,81,"7:7"
"802",107,"F","P",9,"A cobra has legs",TRUE,"F",1187,82,"7:7"
"803",23,"T","P",1,"A snapping turtle has scaly skin",TRUE,"T",1377,83,"7:7"
"804",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",1635,84,"7:7"
"805",64,"T","S",2,"A lion is an animal",TRUE,"T",1003,85,"7:7"
"806",97,"F","P",9,"A robin has a shell",TRUE,"F",1203,86,"7:7"
"807",110,"F","S",9,"A penguin is a shark",TRUE,"F",931,87,"7:7"
"808",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",1138,88,"7:7"
"809",35,"T","P",2,"A cobra has blood",TRUE,"T",1914,89,"7:7"
"810",138,"F","S",9,"A mouse is a leaf",TRUE,"F",2378,90,"7:7"
"811",19,"T","P",1,"A flounder has gills",TRUE,"T",1531,91,"7:7"
"812",34,"T","P",2,"A box turtle can see",TRUE,"T",1219,92,"7:7"
"813",78,"F","P",9,"A dog lays eggs",TRUE,"F",1170,93,"7:7"
"814",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",1418,94,"7:7"
"815",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",2139,95,"7:7"
"816",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",4051,96,"7:7"
"817",68,"T","S",2,"A pufferfish is an animal",TRUE,"T",1858,97,"7:7"
"818",77,"F","P",9,"A moose has wings",TRUE,"F",1034,98,"7:7"
"819",96,"F","P",9,"A boa constrictor eats leaves",FALSE,"T",3158,99,"7:7"
"820",5,"T","P",0,"A moose has antlers",TRUE,"T",1179,100,"7:7"
"821",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1400,101,"7:7"
"822",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",1594,102,"7:7"
"823",79,"F","P",9,"A salmon has legs",TRUE,"F",954,103,"7:7"
"824",101,"F","P",9,"A rat has feathers",TRUE,"F",1282,104,"7:7"
"825",29,"T","P",2,"A rat has bones",TRUE,"T",1083,105,"7:7"
"826",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",1162,106,"7:7"
"827",31,"T","P",2,"A trout can reproduce",TRUE,"T",1114,107,"7:7"
"828",117,"F","S",9,"A clownfish is a mammal",FALSE,"T",1066,108,"7:7"
"829",137,"F","S",9,"A rabbit is a building",TRUE,"F",2422,109,"7:7"
"830",42,"T","S",0,"A fox is a fox",TRUE,"T",1226,110,"7:7"
"831",93,"F","P",9,"A catfish can fly",FALSE,"T",1586,111,"7:7"
"832",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",6287,112,"7:7"
"833",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",1963,113,"7:7"
"834",119,"F","S",9,"A salamander is a ferret",TRUE,"F",1379,114,"7:7"
"835",76,"F","P",9,"A squirrel has a beak",TRUE,"F",3353,115,"7:7"
"836",72,"T","S",2,"A frog is an animal",TRUE,"T",1601,116,"7:7"
"837",84,"F","P",9,"A crocodile is small",TRUE,"F",2758,117,"7:7"
"838",63,"T","S",2,"A parrot is an animal",TRUE,"T",987,118,"7:7"
"839",54,"T","S",1,"A goat is a mammal",TRUE,"T",1058,119,"7:7"
"840",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1770,120,"7:7"
"841",88,"F","P",9,"A deer is slimy",TRUE,"F",1250,121,"7:7"
"842",53,"T","S",1,"A wolf is a mammal",TRUE,"T",1314,122,"7:7"
"843",60,"T","S",1,"A rattlesnake is a reptile",FALSE,"F",1697,123,"7:7"
"844",87,"F","P",9,"A falcon lives under water",TRUE,"F",1619,124,"7:7"
"845",90,"F","P",9,"A pig has scales",TRUE,"F",1485,125,"7:7"
"846",65,"T","S",2,"A rabbit is an animal",TRUE,"T",7504,126,"7:7"
"847",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1315,127,"7:7"
"848",9,"T","P",0,"A goldfish is orange",TRUE,"T",2428,128,"7:7"
"849",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",1402,129,"7:7"
"850",86,"F","P",9,"A blue jay has gills",TRUE,"F",1778,130,"7:7"
"851",115,"F","S",9,"A cod is a rock",TRUE,"F",1871,131,"7:7"
"852",80,"F","P",9,"A tiger shark has fur",TRUE,"F",3934,132,"7:7"
"853",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",1282,133,"7:7"
"854",41,"T","S",0,"A ferret is a ferret",TRUE,"T",763,134,"7:7"
"855",13,"T","P",1,"An eagle has wings",TRUE,"T",1323,135,"7:7"
"856",25,"T","P",2,"A robin breathes",TRUE,"T",794,136,"7:7"
"857",85,"F","P",9,"An eagle eats grass",TRUE,"F",1098,137,"7:7"
"858",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",3746,138,"7:7"
"859",120,"F","S",9,"An anaconda is a mockingbird",TRUE,"F",1111,139,"7:7"
"860",56,"T","S",1,"A sturgeon is a fish",TRUE,"T",1018,140,"7:7"
"861",124,"F","S",9,"A bear is a bird",TRUE,"F",2243,141,"7:7"
"862",57,"T","S",1,"A mackerel is a fish",TRUE,"T",1035,142,"7:7"
"863",131,"F","S",9,"A chameleon is a bird",TRUE,"F",1173,143,"7:7"
"864",108,"F","P",9,"A gecko has fangs",TRUE,"F",1354,144,"7:7"
"865",33,"T","P",2,"A parrotfish has muscles",TRUE,"T",3338,1,"8:8"
"866",135,"F","S",9,"A parrot is a rock",TRUE,"F",1734,2,"8:8"
"867",49,"T","S",1,"A chickadee is a bird",TRUE,"T",2062,3,"8:8"
"868",35,"T","P",2,"A cobra has blood",TRUE,"T",1499,4,"8:8"
"869",77,"F","P",9,"A moose has wings",TRUE,"F",1551,5,"8:8"
"870",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",1718,6,"8:8"
"871",85,"F","P",9,"An eagle eats grass",TRUE,"F",2030,7,"8:8"
"872",130,"F","S",9,"A komodo dragon is a mammal",TRUE,"F",2974,8,"8:8"
"873",115,"F","S",9,"A cod is a rock",FALSE,"T",1742,9,"8:8"
"874",74,"F","P",9,"A pigeon barks",TRUE,"F",1975,10,"8:8"
"875",71,"T","S",2,"A sea turtle is an animal",FALSE,"F",2406,11,"8:8"
"876",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",1998,12,"8:8"
"877",50,"T","S",1,"A sparrow is a bird",TRUE,"T",855,13,"8:8"
"878",81,"F","P",9,"A goldfish is purple",TRUE,"F",1095,14,"8:8"
"879",56,"T","S",1,"A sturgeon is a fish",FALSE,"F",1934,15,"8:8"
"880",78,"F","P",9,"A dog lays eggs",TRUE,"F",1470,16,"8:8"
"881",117,"F","S",9,"A clownfish is a mammal",TRUE,"F",2214,17,"8:8"
"882",73,"F","P",9,"A cardinal is blue",TRUE,"F",1719,18,"8:8"
"883",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",1999,19,"8:8"
"884",30,"T","P",2,"An antilope has a mouth",TRUE,"T",2735,20,"8:8"
"885",21,"T","P",1,"A catfish can swim",TRUE,"T",1479,21,"8:8"
"886",43,"T","S",0,"A cod is a cod",TRUE,"T",1111,22,"8:8"
"887",84,"F","P",9,"A crocodile is small",TRUE,"F",1392,23,"8:8"
"888",57,"T","S",1,"A mackerel is a fish",FALSE,"F",2006,24,"8:8"
"889",23,"T","P",1,"A snapping turtle has scaly skin",TRUE,"T",2638,25,"8:8"
"890",27,"T","P",2,"A chicken has a brain",TRUE,"T",1766,26,"8:8"
"891",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",2246,27,"8:8"
"892",2,"T","P",0,"A pigeon coos",TRUE,"T",1846,28,"8:8"
"893",101,"F","P",9,"A rat has feathers",TRUE,"F",1151,29,"8:8"
"894",51,"T","S",1,"A crane is a bird",TRUE,"T",1727,30,"8:8"
"895",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1743,31,"8:8"
"896",131,"F","S",9,"A chameleon is a bird",TRUE,"F",1534,32,"8:8"
"897",25,"T","P",2,"A robin breathes",TRUE,"T",1143,33,"8:8"
"898",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1911,34,"8:8"
"899",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",1558,35,"8:8"
"900",19,"T","P",1,"A flounder has gills",TRUE,"T",2262,36,"8:8"
"901",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1662,37,"8:8"
"902",64,"T","S",2,"A lion is an animal",TRUE,"T",911,38,"8:8"
"903",16,"T","P",1,"A deer has hair",TRUE,"T",1078,39,"8:8"
"904",93,"F","P",9,"A catfish can fly",TRUE,"F",1054,40,"8:8"
"905",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",1390,41,"8:8"
"906",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",1423,42,"8:8"
"907",10,"T","P",0,"A tortoise has a shell",TRUE,"T",1335,43,"8:8"
"908",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",1647,44,"8:8"
"909",100,"F","P",9,"A monkey has antlers",TRUE,"F",1191,45,"8:8"
"910",12,"T","P",0,"A crocodile has sharp teeth",TRUE,"T",1374,46,"8:8"
"911",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",1407,47,"8:8"
"912",106,"F","P",9,"A box turtle can hop",TRUE,"F",1535,48,"8:8"
"913",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1774,49,"8:8"
"914",42,"T","S",0,"A fox is a fox",TRUE,"T",974,50,"8:8"
"915",137,"F","S",9,"A rabbit is a building",TRUE,"F",1311,51,"8:8"
"916",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",1590,52,"8:8"
"917",127,"F","S",9,"A minnow is a mammal",FALSE,"T",1767,53,"8:8"
"918",79,"F","P",9,"A salmon has legs",TRUE,"F",1239,54,"8:8"
"919",97,"F","P",9,"A robin has a shell",TRUE,"F",1287,55,"8:8"
"920",36,"T","P",2,"A gecko is alive",TRUE,"T",1447,56,"8:8"
"921",142,"F","S",9,"A newt is a plane",TRUE,"F",1908,57,"8:8"
"922",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",2135,58,"8:8"
"923",9,"T","P",0,"A goldfish is orange",TRUE,"T",1535,59,"8:8"
"924",90,"F","P",9,"A pig has scales",TRUE,"F",1246,60,"8:8"
"925",86,"F","P",9,"A blue jay has gills",FALSE,"T",1678,61,"8:8"
"926",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",2207,62,"8:8"
"927",89,"F","P",9,"A cat has no legs",FALSE,"T",1303,63,"8:8"
"928",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",2014,64,"8:8"
"929",47,"T","S",0,"A salamander is a salamander",TRUE,"T",1686,65,"8:8"
"930",76,"F","P",9,"A squirrel has a beak",TRUE,"F",1238,66,"8:8"
"931",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",1936,67,"8:8"
"932",15,"T","P",1,"A falcon can fly",TRUE,"T",1335,68,"8:8"
"933",83,"F","P",9,"A garter snake is tall",TRUE,"F",2295,69,"8:8"
"934",55,"T","S",1,"A minnow is a fish",TRUE,"T",1447,70,"8:8"
"935",82,"F","P",9,"A tortoise runs fast",TRUE,"F",1255,71,"8:8"
"936",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",2071,72,"8:8"
"937",104,"F","P",9,"A barracuda is friendly",TRUE,"F",1350,73,"8:8"
"938",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",1958,74,"8:8"
"939",39,"T","S",0,"A mockingbird is a mockingbird",FALSE,"F",1086,75,"8:8"
"940",17,"T","P",1,"A cat is warm-blooded",TRUE,"T",1510,76,"8:8"
"941",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1806,77,"8:8"
"942",32,"T","P",2,"A barracuda can move",TRUE,"T",1631,78,"8:8"
"943",69,"T","S",2,"A piranha is an animal",FALSE,"F",2559,79,"8:8"
"944",28,"T","P",2,"A monkey has a heart",TRUE,"T",1143,80,"8:8"
"945",110,"F","S",9,"A penguin is a shark",TRUE,"F",2239,81,"8:8"
"946",102,"F","P",9,"An antilope is scaly",TRUE,"F",2158,82,"8:8"
"947",114,"F","S",9,"A fox is a tree",TRUE,"F",1014,83,"8:8"
"948",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",1439,84,"8:8"
"949",144,"F","S",9,"A frog is a chickadee",TRUE,"F",1246,85,"8:8"
"950",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",1566,86,"8:8"
"951",20,"T","P",1,"An angelfish has fins",TRUE,"T",1983,87,"8:8"
"952",38,"T","S",0,"A penguin is a penguin",TRUE,"T",935,88,"8:8"
"953",67,"T","S",2,"A sardine is an animal",FALSE,"F",2126,89,"8:8"
"954",75,"F","P",9,"An owl can swim",TRUE,"F",1543,90,"8:8"
"955",54,"T","S",1,"A goat is a mammal",TRUE,"T",1302,91,"8:8"
"956",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",1438,92,"8:8"
"957",44,"T","S",0,"A herring is a herring",TRUE,"T",1678,93,"8:8"
"958",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",975,94,"8:8"
"959",66,"T","S",2,"A mouse is an animal",TRUE,"T",1671,95,"8:8"
"960",108,"F","P",9,"A gecko has fangs",TRUE,"F",1462,96,"8:8"
"961",5,"T","P",0,"A moose has antlers",FALSE,"F",1663,97,"8:8"
"962",133,"F","S",9,"A hummingbird is a plant",TRUE,"F",1214,98,"8:8"
"963",107,"F","P",9,"A cobra has legs",TRUE,"F",1247,99,"8:8"
"964",65,"T","S",2,"A rabbit is an animal",TRUE,"T",1558,100,"8:8"
"965",52,"T","S",1,"A bear is a mammal",TRUE,"T",1527,101,"8:8"
"966",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",2454,102,"8:8"
"967",7,"T","P",0,"A salmon swims upstream",TRUE,"T",3631,103,"8:8"
"968",31,"T","P",2,"A trout can reproduce",TRUE,"T",1599,104,"8:8"
"969",134,"F","S",9,"A peacock is a sport",TRUE,"F",1191,105,"8:8"
"970",119,"F","S",9,"A salamander is a ferret",TRUE,"F",2134,106,"8:8"
"971",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1424,107,"8:8"
"972",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",1723,108,"8:8"
"973",29,"T","P",2,"A rat has bones",TRUE,"T",1351,109,"8:8"
"974",136,"F","S",9,"A lion is a car",TRUE,"F",1174,110,"8:8"
"975",116,"F","S",9,"A herring is an antelope",TRUE,"F",1590,111,"8:8"
"976",138,"F","S",9,"A mouse is a leaf",TRUE,"F",1582,112,"8:8"
"977",1,"T","P",0,"A cardinal is red",TRUE,"T",1102,113,"8:8"
"978",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",846,114,"8:8"
"979",61,"T","S",2,"A hummingbird is an animal",FALSE,"F",1823,115,"8:8"
"980",62,"T","S",2,"A peacock is an animal",TRUE,"T",1806,116,"8:8"
"981",41,"T","S",0,"A ferret is a ferret",TRUE,"T",784,117,"8:8"
"982",8,"T","P",0,"A tiger shark is dangerous",TRUE,"T",1935,118,"8:8"
"983",34,"T","P",2,"A box turtle can see",TRUE,"T",1294,119,"8:8"
"984",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",1406,120,"8:8"
"985",120,"F","S",9,"An anaconda is a mockingbird",FALSE,"T",2006,121,"8:8"
"986",80,"F","P",9,"A tiger shark has fur",TRUE,"F",1550,122,"8:8"
"987",53,"T","S",1,"A wolf is a mammal",TRUE,"T",1246,123,"8:8"
"988",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1767,124,"8:8"
"989",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",2132,125,"8:8"
"990",6,"T","P",0,"A dog barks",TRUE,"T",1023,126,"8:8"
"991",123,"F","S",9,"A crane is a fish",TRUE,"F",1704,127,"8:8"
"992",72,"T","S",2,"A frog is an animal",TRUE,"T",1639,128,"8:8"
"993",88,"F","P",9,"A deer is slimy",TRUE,"F",2326,129,"8:8"
"994",68,"T","S",2,"A pufferfish is an animal",FALSE,"F",1646,130,"8:8"
"995",103,"F","P",9,"A trout is furry",TRUE,"F",1351,131,"8:8"
"996",13,"T","P",1,"An eagle has wings",TRUE,"T",862,132,"8:8"
"997",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",3041,133,"8:8"
"998",126,"F","S",9,"A goat is a fish",TRUE,"F",1055,134,"8:8"
"999",63,"T","S",2,"A parrot is an animal",FALSE,"F",1789,135,"8:8"
"1000",70,"T","S",2,"A newt is an animal",TRUE,"T",2035,136,"8:8"
"1001",11,"T","P",0,"A garter snake has no legs",FALSE,"F",2126,137,"8:8"
"1002",113,"F","S",9,"A ferret is a mineral",TRUE,"F",2380,138,"8:8"
"1003",87,"F","P",9,"A falcon lives under water",TRUE,"F",3933,139,"8:8"
"1004",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1208,140,"8:8"
"1005",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",2676,141,"8:8"
"1006",91,"F","P",9,"A flounder can talk",TRUE,"F",1151,142,"8:8"
"1007",124,"F","S",9,"A bear is a bird",TRUE,"F",1038,143,"8:8"
"1008",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",1246,144,"8:8"
"1009",82,"F","P",9,"A tortoise runs fast",TRUE,"F",2747,1,"11:11"
"1010",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1452,2,"11:11"
"1011",83,"F","P",9,"A garter snake is tall",FALSE,"T",2321,3,"11:11"
"1012",110,"F","S",9,"A penguin is a shark",TRUE,"F",1534,4,"11:11"
"1013",10,"T","P",0,"A tortoise has a shell",TRUE,"T",1266,5,"11:11"
"1014",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1250,6,"11:11"
"1015",9,"T","P",0,"A goldfish is orange",TRUE,"T",1439,7,"11:11"
"1016",2,"T","P",0,"A pigeon coos",FALSE,"F",2244,8,"11:11"
"1017",142,"F","S",9,"A newt is a plane",TRUE,"F",2078,9,"11:11"
"1018",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",1133,10,"11:11"
"1019",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",2093,11,"11:11"
"1020",76,"F","P",9,"A squirrel has a beak",TRUE,"F",1645,12,"11:11"
"1021",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",1171,13,"11:11"
"1022",115,"F","S",9,"A cod is a rock",TRUE,"F",1754,14,"11:11"
"1023",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",1138,15,"11:11"
"1024",25,"T","P",2,"A robin breathes",TRUE,"T",1028,16,"11:11"
"1025",127,"F","S",9,"A minnow is a mammal",TRUE,"F",2986,17,"11:11"
"1026",106,"F","P",9,"A box turtle can hop",TRUE,"F",1412,18,"11:11"
"1027",13,"T","P",1,"An eagle has wings",TRUE,"T",989,19,"11:11"
"1028",33,"T","P",2,"A parrotfish has muscles",TRUE,"T",3154,20,"11:11"
"1029",21,"T","P",1,"A catfish can swim",TRUE,"T",1062,21,"11:11"
"1030",93,"F","P",9,"A catfish can fly",TRUE,"F",1137,22,"11:11"
"1031",130,"F","S",9,"A komodo dragon is a mammal",TRUE,"F",2190,23,"11:11"
"1032",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1155,24,"11:11"
"1033",124,"F","S",9,"A bear is a bird",TRUE,"F",2274,25,"11:11"
"1034",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",2850,26,"11:11"
"1035",36,"T","P",2,"A gecko is alive",TRUE,"T",1683,27,"11:11"
"1036",79,"F","P",9,"A salmon has legs",TRUE,"F",1821,28,"11:11"
"1037",11,"T","P",0,"A garter snake has no legs",TRUE,"T",2597,29,"11:11"
"1038",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",2962,30,"11:11"
"1039",81,"F","P",9,"A goldfish is purple",TRUE,"F",1101,31,"11:11"
"1040",113,"F","S",9,"A ferret is a mineral",TRUE,"F",1774,32,"11:11"
"1041",65,"T","S",2,"A rabbit is an animal",TRUE,"T",877,33,"11:11"
"1042",136,"F","S",9,"A lion is a car",TRUE,"F",1698,34,"11:11"
"1043",42,"T","S",0,"A fox is a fox",TRUE,"T",1570,35,"11:11"
"1044",121,"F","S",9,"A chickadee is a mammal",TRUE,"F",1574,36,"11:11"
"1045",123,"F","S",9,"A crane is a fish",TRUE,"F",1595,37,"11:11"
"1046",94,"F","P",9,"An alligator walks on two legs",FALSE,"T",2528,38,"11:11"
"1047",77,"F","P",9,"A moose has wings",TRUE,"F",1338,39,"11:11"
"1048",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",2831,40,"11:11"
"1049",97,"F","P",9,"A robin has a shell",TRUE,"F",1420,41,"11:11"
"1050",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1141,42,"11:11"
"1051",31,"T","P",2,"A trout can reproduce",TRUE,"T",1882,43,"11:11"
"1052",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1583,44,"11:11"
"1053",51,"T","S",1,"A crane is a bird",TRUE,"T",1908,45,"11:11"
"1054",49,"T","S",1,"A chickadee is a bird",TRUE,"T",2390,46,"11:11"
"1055",138,"F","S",9,"A mouse is a leaf",TRUE,"F",2214,47,"11:11"
"1056",135,"F","S",9,"A parrot is a rock",TRUE,"F",1243,48,"11:11"
"1057",38,"T","S",0,"A penguin is a penguin",TRUE,"T",1718,49,"11:11"
"1058",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",1543,50,"11:11"
"1059",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",1754,51,"11:11"
"1060",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",1018,52,"11:11"
"1061",52,"T","S",1,"A bear is a mammal",TRUE,"T",2338,53,"11:11"
"1062",67,"T","S",2,"A sardine is an animal",TRUE,"T",1302,54,"11:11"
"1063",126,"F","S",9,"A goat is a fish",TRUE,"F",1293,55,"11:11"
"1064",72,"T","S",2,"A frog is an animal",TRUE,"T",1053,56,"11:11"
"1065",5,"T","P",0,"A moose has antlers",TRUE,"T",2031,57,"11:11"
"1066",120,"F","S",9,"An anaconda is a mockingbird",TRUE,"F",1440,58,"11:11"
"1067",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",2378,59,"11:11"
"1068",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",2715,60,"11:11"
"1069",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",2329,61,"11:11"
"1070",100,"F","P",9,"A monkey has antlers",TRUE,"F",1051,62,"11:11"
"1071",28,"T","P",2,"A monkey has a heart",TRUE,"T",984,63,"11:11"
"1072",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",1946,64,"11:11"
"1073",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1300,65,"11:11"
"1074",7,"T","P",0,"A salmon swims upstream",TRUE,"T",2128,66,"11:11"
"1075",27,"T","P",2,"A chicken has a brain",TRUE,"T",1018,67,"11:11"
"1076",89,"F","P",9,"A cat has no legs",TRUE,"F",1146,68,"11:11"
"1077",68,"T","S",2,"A pufferfish is an animal",TRUE,"T",1674,69,"11:11"
